	Name_in_tree	Taxon	Clade	Subclade	Subclade_2	Max_age	Min_age	FL	FC	FML	FAP	HL	HC	HML	HAP	Juvenile	Bonebed
483	Microraptor_gui	Microraptor_gui	Theropoda	Dromaeosauridae	Dromaeosauridae	Aptian	Aptian	106	NA	NA	7.8	88	NA	NA	NA	0	0
484	Microraptor_zhaoianus	Microraptor_zhaoianus	Theropoda	Dromaeosauridae	Dromaeosauridae	Aptian	Aptian	75	NA	4.3	5.1	62	NA	NA	NA	0	0
485	Microvenator	Microvenator_celer	Theropoda	Oviraptorosauria	Oviraptorosauria	Aptian	Albian	124	37.5	10.7	11.2	81.5	NA	NA	NA	1	0
486	not	Mirischia_asymmetrica	Theropoda	basal_coelurosaur	basal_coelurosaur	Albian	Albian	165	NA	12.1	14.7	NA	NA	NA	NA	0	0
487	Monolophosaurus	Monolophosaurus_jiangi	Theropoda	basal_theropod	basal_theropod	Callovian	Callovian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
488	Mononykus	Mononykus_olecranus	Theropoda	Alvarezsauroidea	Alvarezsauroidea	Late_Campanian	Early_Maastrichtian	139	38.5	10.3	11.5	37	NA	NA	NA	0	0
489	not	Nanantius_eos	Theropoda	Avialae	Avialae	Albian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
490	Nanshiungosaurus	Nanshiungosaurus_brevispinus	Theropoda	Therizinosauria	Therizinosauria	Campanian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
491	not	Nanshiungosaurus_bohlini	Theropoda	Therizinosauria	Therizinosauria	Barremian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
492	not	Nedcolbertia_justinhoffmani	Theropoda	basal_coelurosaur	basal_coelurosaur	Barremian	Barremian	144.8	NA	18.2	NA	NA	NA	NA	NA	0	0
493	Neimongosaurus	Neimongosaurus_yangi	Theropoda	Therizinosauria	Therizinosauria	Campanian	Maastrichtian	366	NA	45	NA	222	NA	NA	NA	0	0
494	Nemegtomaia	Nemegtomaia_barsboldi	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
495	not	Neogaeornis_wetzeli	Theropoda	Avialae	Avialae	Early_Campanian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
496	Neovenator	Neovenator_salerii	Theropoda	Allosauroidea	Allosauroidea	Barremian	Barremian	730	273	90	76	NA	NA	NA	NA	0	0
497	Neuquenornis	Neuquenornis_volans	Theropoda	Avialae	Avialae	Santonian	Santonian	NA	NA	NA	4.8	NA	NA	4.6	NA	0	0
498	not	Neuquenraptor_argentinus	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Turonian	Early_Coniacian	265	NA	28	26.5	NA	NA	NA	NA	0	0
499	Noasaurus	Noasaurus_leali	Theropoda	Ceratosauria	Ceratosauria	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
500	not	Noguerornis_gonzalezi	Theropoda	Avialae	Avialae	Late_Berriasian	Early_Barremian	NA	NA	NA	NA	23	NA	NA	NA	0	0
501	not	Nomingia_gobiensis	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Early_Maastrichtian	285	82	NA	NA	NA	NA	NA	NA	0	0
502	Nothronychus_graffami	Nothronychus_graffami	Theropoda	Therizinosauria	Therizinosauria	Late_Cenomanian	Turonian	696	289	121	NA	424	NA	NA	NA	0	0
503	Nothronychus_mckinleyi	Nothronychus_mckinleyi	Theropoda	Therizinosauria	Therizinosauria	Turonian	Turonian	NA	NA	NA	NA	418	NA	NA	NA	0	0
504	Nqwebasaurus	Nqwebasaurus_thwazi	Theropoda	Ornithomimosauria	Ornithomimosauria	Berriasian	Valanginian	118	NA	NA	12	58.5	NA	NA	NA	1	0
505	not	Nuthetes_destructor	Theropoda	Dromaeosauridae	Dromaeosauridae	Berriasian	Berriasian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
506	not	Omnivoropteryx_sinousaorum	Theropoda	Avialae	Avialae	Aptian	Aptian	61	NA	NA	4.8	100	NA	NA	NA	0	0
507	not	Orkoraptor_burkei	Theropoda	Allosauroidea	Allosauroidea	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
508	Ornitholestes	Ornitholestes_hermanni	Theropoda	basal_coelurosaur	basal_coelurosaur	Kimmeridgian	Tithonian	NA	58	NA	NA	132	NA	NA	NA	0	0
509	Ornithomimus	Ornithomimus_edmontonicus	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Campanian	Early_Maastrichtian	495	145	47.8	NA	NA	NA	NA	NA	0	0
510	not	Ornithomimus_edmontonicus	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Campanian	Early_Maastrichtian	435	110	25.3	29.2	276	NA	NA	NA	0	0
511	Otogornis	Otogornis_genghisi	Theropoda	Avialae	Avialae	Hauterivian	Early_Aptian	NA	NA	NA	NA	39.4	NA	3.54	NA	0	0
512	Oviraptor	Oviraptor_philoceratops	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
513	not	Ozraptor_subotaii	Theropoda	basal_coelurosaur	basal_coelurosaur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
514	not	Palintropus_retusus	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
515	Parahesperornis	Parahesperornis_alexi	Theropoda	Avialae	Avialae	Coniacian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
516	not	Paraprotopteryx_gracilis	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	22.2	NA	NA	1.6	22.6	NA	NA	NA	0	0
517	Parvicursor	Parvicursor_remotus	Theropoda	Alvarezsauroidea	Alvarezsauroidea	Campanian	Campanian	52.6	NA	3.1	3.3	NA	NA	NA	NA	0	0
518	not	Pasquiaornis	Theropoda	Avialae	Avialae	Cenomanian	Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
519	Patagonykus	Patagonykus_puertai	Theropoda	Alvarezsauroidea	Alvarezsauroidea	Late_Turonian	Early_Coniacian	NA	79	20	23	NA	NA	NA	NA	0	0
520	Patagopteryx	Patagopteryx_deferrariisi	Theropoda	Avialae	Avialae	Santonian	Santonian	100	NA	10.2	8	60	NA	NA	NA	0	0
521	not	Pedopenna_daohugouensis	Theropoda	Avialae	Avialae	Bathonian	Bathonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
522	Pelecanimimus	Pelecanimimus_polyodon	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Barremian	Late_Barremian	NA	NA	NA	NA	151	NA	NA	NA	0	0
523	Pengornis	Pengornis_houi	Theropoda	Avialae	Avialae	Aptian	Aptian	48	NA	3.9	NA	64.3	NA	6.2	NA	0	0
524	Piatnizkysaurus	Piatnitzkysaurus_floresi	Theropoda	Megalosauroidea	Megalosauroidea	Bajocian	Callovian	552	245	78	75.3	285	105	NA	NA	0	0
525	not	Piksi_barbarulna	Theropoda	Avialae	Avialae	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
526	Piveaeausaurus	Piveteausaurus_divesensis	Theropoda	Megalosauroidea	Megalosauroidea	Late_Callovian	Late_Callovian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
527	not	Poekilopleuron_bucklandii	Theropoda	basal_theropod	basal_theropod	Bathonian	Bathonian	NA	NA	NA	NA	310	NA	NA	NA	0	0
528	not	Potamornis_skutchi	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
529	Proceratosaurus	Proceratosaurus_bradleyi	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Bathonian	Late_Bathonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
530	not	Procompsognathus_triassicus	Theropoda	basal_theropod	basal_theropod	Norian	Norian	96	23	7.1	9.4	NA	NA	NA	NA	0	0
531	Protarchaeopteryx	Protarchaeopteryx_robusta	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Barremian	Early_Aptian	122	NA	16	NA	88	NA	NA	NA	0	0
532	Protopteryx	Protopteryx_fengningensis	Theropoda	Avialae	Avialae	Late_Hauterivian	Late_Hauterivian	20	NA	1.9	NA	27	NA	NA	NA	1	0
533	not	Pyroraptor_olympius	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
534	not	Qiliania_graffini	Theropoda	Avialae	Avialae	Aptian	Aptian	24.3	NA	1.3	NA	NA	NA	NA	NA	0	0
535	Rahonavis	Rahonavis_ostromi	Theropoda	Dromaeosauridae	Dromaeosauridae	Maastrichtian	Maastrichtian	86.9	18	5.5	6	NA	NA	NA	NA	0	0
536	Rajasaurus	Rajasaurus_narmadensis	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
537	Rapaxavis	Rapaxavis_pani	Theropoda	Avialae	Avialae	Aptian	Aptian	19	NA	NA	1.5	22	NA	NA	NA	1	0
538	not	Raptorex_kriegsteini	Theropoda	Tyrannosauroidea	Tyrannosauroidea	NA	NA	338	87	24.7	28.2	99	NA	NA	NA	1	0
539	Rinchenia	Rinchenia_mongoliensis	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Early_Maastrichtian	305	NA	NA	NA	205	NA	NA	NA	0	0
540	Rugops	Rugops_primus	Theropoda	Ceratosauria	Ceratosauria	Cenomanian	Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
541	not	Santanaraptor_placidus	Theropoda	basal_coelurosaur	basal_coelurosaur	Early_Albian	Early_Albian	NA	NA	13	NA	NA	NA	NA	NA	0	0
542	Sapeornis	Sapeornis_chaoyangensis	Theropoda	Avialae	Avialae	Aptian	Aptian	79	NA	NA	8.4	126	NA	NA	NA	0	0
543	not	Sarcosaurus_woodi	Theropoda	basal_theropod	basal_theropod	Early_Sinemurian	Early_Sinemurian	321	118	35.9	31.4	NA	NA	NA	NA	0	0
544	Saurophaganax	Saurophaganax_maximus	Theropoda	Allosauroidea	Allosauroidea	Late_Kimmeridgian	Tithonian	1135	440	150	107	NA	NA	NA	NA	0	0
545	Saurornithoides	Saurornithoides_mongoliensis	Theropoda	Troodontidae	Troodontidae	Late_Campanian	Late_Campanian	200	64	NA	NA	NA	NA	NA	NA	0	0
546	Saurornitholestes	Saurornitholestes_langstoni	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Late_Campanian	212	63	NA	NA	173	NA	NA	NA	0	0
547	not	Saurornitholestes_robustus	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
548	not	Sazavis_prisca	Theropoda	Avialae	Avialae	Turonian	Late_Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
549	not	Scansoriopteryx_heilmanni	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	16.5	NA	NA	NA	18.5	NA	NA	NA	1	0
550	not	Scipionyx_samniticus	Theropoda	basal_coelurosaur	basal_coelurosaur	Early_Albian	Early_Albian	37.3	NA	NA	4.8	26.3	NA	NA	NA	1	0
551	not	Segisaurus_halli	Theropoda	basal_theropod	basal_theropod	Pliensbachian	Toarcian	142.9	NA	NA	NA	73	NA	NA	NA	0	0
552	Segnosaurus	Segnosaurus_galbinensis	Theropoda	Therizinosauria	Therizinosauria	Cenomanian	Turonian	840	NA	155	NA	560	NA	NA	NA	0	1
553	Shanag	Shanag_ashile	Theropoda	Dromaeosauridae	Dromaeosauridae	Berriasian	Hauterivian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
554	Shanweiniao	Shanweiniao_cooperorum	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	17.6	NA	1.8	NA	22.43	NA	NA	NA	0	0
555	not	Shanyangosaurus_niupanggouensis	Theropoda	basal_coelurosaur	basal_coelurosaur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
556	Shaochilong	Shaochilong_maortuensis	Theropoda	Allosauroidea	Allosauroidea	Turonian	Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
557	not	Shenzhouraptor_sinensis	Theropoda	Avialae	Avialae	Aptian	Aptian	55.4	NA	NA	6	79.8	NA	NA	NA	0	0
558	Shenzhousaurus	Shenzhousaurus_orientalis	Theropoda	Ornithomimosauria	Ornithomimosauria	Late_Barremian	Early_Aptian	191	62	NA	NA	NA	NA	NA	NA	0	0
559	Shidaisaurus	Shidaisaurus_jinae	Theropoda	Allosauroidea	Allosauroidea	Middle_Jurassic	Middle_Jurassic	NA	NA	NA	NA	NA	NA	NA	NA	0	0
560	not	Shixinggia_oblita	Theropoda	Oviraptorosauria	Oviraptorosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
561	Shuvuuia	Shuvuuia_deserti	Theropoda	Alvarezsauroidea	Alvarezsauroidea	Late_Campanian	Late_Campanian	NA	33	NA	NA	NA	NA	NA	NA	0	0
562	not	Shuvuuia_deserti	Theropoda	Alvarezsauroidea	Alvarezsauroidea	Late_Campanian	Late_Campanian	124.5	32	NA	NA	32	17	NA	NA	0	0
563	not	Shuvuuia_deserti	Theropoda	Alvarezsauroidea	Alvarezsauroidea	Late_Campanian	Late_Campanian	NA	NA	NA	NA	25	NA	NA	NA	0	0
564	Similicaudipteryx	Similicaudipteryx_yixianensis	Theropoda	Oviraptorosauria	Oviraptorosauria	Aptian	Aptian	216	NA	19.4	NA	130	NA	NA	NA	0	0
565	not	Sinocalliopteryx_gigas	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Barremian	Early_Aptian	250	NA	25.5	NA	125	NA	NA	NA	0	0
566	not	Sinornis_santensis	Theropoda	Avialae	Avialae	Aptian	Aptian	21	NA	1.7	NA	24	NA	NA	NA	0	0
567	Sinornithoides	Sinornithoides_youngi	Theropoda	Troodontidae	Troodontidae	Valanginian	Albian	140	34.6	NA	11	83	NA	NA	NA	0	0
568	Sinornithomimus	Sinornithomimus_dongi	Theropoda	Ornithomimosauria	Ornithomimosauria	Turonian	Turonian	323	NA	NA	NA	212	NA	NA	NA	0	0
569	not	Sinornithosaurus_milleni	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Barremian	Early_Aptian	148	NA	NA	9.5	134	NA	NA	NA	0	0
570	Sinornithosaurus	Sinornithosaurus_haoiana	Theropoda	Dromaeosauridae	Dromaeosauridae	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
571	Sinosauropteryx	Sinosauropteryx_prima	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Barremian	Early_Aptian	86.4	NA	NA	8.2	35.5	NA	NA	NA	0	0
572	Sinovenator	Sinovenator_changii	Theropoda	Troodontidae	Troodontidae	Late_Barremian	Early_Aptian	105	NA	NA	NA	NA	NA	NA	NA	0	0
573	Sinraptor_dongi	Sinraptor_dongi	Theropoda	Allosauroidea	Allosauroidea	Oxfordian	Oxfordian	876	NA	97	80	NA	NA	NA	NA	1	0
574	Sinraptor_hepingensis	Sinraptor_hepingensis	Theropoda	Allosauroidea	Allosauroidea	Oxfordian	Early_Kimmeridgian	980	NA	115	100	NA	NA	NA	NA	0	0
575	not	Sinusonasus_magnodens	Theropoda	Troodontidae	Troodontidae	Late_Barremian	Early_Aptian	141	NA	NA	NA	NA	NA	NA	NA	0	0
576	Skorpiovenator	Skorpiovenator_bustingorryi	Theropoda	Ceratosauria	Ceratosauria	Late_Cenomanian	Turonian	760	NA	90	NA	NA	NA	NA	NA	0	0
577	Songlingornis	Songlingornis_linghensis	Theropoda	Avialae	Avialae	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
578	not	Soroavisaurus_australis	Theropoda	Avialae	Avialae	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
579	Spinosaurus	Spinosaurus	Theropoda	Megalosauroidea	Megalosauroidea	Early_Cenomanian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
580	Spinostropheus	Spinostropheus	Theropoda	Ceratosauria	Ceratosauria	Middle_Jurassic	Late_Jurassic	NA	NA	NA	NA	NA	NA	NA	NA	0	0
581	not	Spinostropheus	Theropoda	Ceratosauria	Ceratosauria	Middle_Jurassic	Late_Jurassic	NA	NA	NA	NA	NA	NA	NA	NA	0	0
582	Staurikosaurus	Staurikosaurus_pricei	Theropoda	basal_theropod	basal_theropod	Carnian	Carnian	220	69	NA	24.7	NA	NA	NA	NA	0	0
583	Stokesosaurus	Stokesosaurus_clevelandi	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Kimmeridgian	Tithonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
584	not	Stokesosaurus_langhami	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Late_Tithonian	Late_Tithonian	667	210	NA	NA	NA	NA	NA	NA	0	0
585	not	Streptospondylus_altdorfensis	Theropoda	Megalosauroidea	Megalosauroidea	Late_Callovian	Early_Oxfordian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
586	Struthiomimus	Struthiomimus_altus	Theropoda	Ornithomimosauria	Ornithomimosauria	Campanian	Maastrichtian	501	145	NA	39.8	NA	NA	NA	NA	0	0
587	not	Struthiomimus_altus	Theropoda	Ornithomimosauria	Ornithomimosauria	Campanian	Maastrichtian	480	NA	44	36.4	310	NA	27.6	21	0	0
588	not	Struthiomimus_altus	Theropoda	Ornithomimosauria	Ornithomimosauria	Campanian	Maastrichtian	655	NA	NA	NA	395	NA	NA	NA	0	0
589	Suchomimus	Suchomimus_tenerensis	Theropoda	Megalosauroidea	Megalosauroidea	Aptian	Aptian	1075	400	135	90	560	239	NA	NA	0	0
590	not	Suchosaurus	Theropoda	Megalosauroidea	Megalosauroidea	Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
591	Suzhousaurus	Suzhousaurus_megatheroides	Theropoda	Therizinosauria	Therizinosauria	Aptian	Albian	840	NA	140	111	NA	NA	NA	NA	0	0
592	Yangchuanosaurus_zigongensis	Szechuanosaurus_zigongensis_(ZDM_9011)	Theropoda	Allosauroidea	Allosauroidea	Bajocian	Callovian	585	NA	60	NA	364	NA	NA	NA	0	0
593	Tanycolagreus	Tanycolagreus_topwilsoni	Theropoda	basal_coelurosaur	basal_coelurosaur	Kimmeridgian	Tithonian	356	92	30	31	194	55	NA	NA	0	0
594	not	Tarascosaurus_salluvicus	Theropoda	Ceratosauria	Ceratosauria	Early_Campanian	Early_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
595	Tarbosaurus	Tarbosaurus_bataar	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Maastrichtian	1200	NA	NA	110	NA	NA	NA	NA	0	0
596	not	Tarbosaurus_bataar	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Maastrichtian	1120	NA	NA	NA	285	NA	NA	NA	0	0
597	not	Tarbosaurus_bataar	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Campanian	Maastrichtian	940	370	NA	NA	NA	NA	NA	NA	0	0
598	Tawa	Tawa_hallae	Theropoda	basal_theropod	basal_theropod	Norian	Norian	125	NA	9.6	NA	NA	NA	NA	NA	0	1
599	not	Telmatornis_priscus	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
600	not	Teviornis_gobiensis	Theropoda	Avialae	Avialae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
601	Therizinosaurus	Therizinosaurus_cheloniformes	Theropoda	Therizinosauria	Therizinosauria	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	760	NA	NA	NA	0	0
602	Tianyuraptor	Tianyuraptor_ostromi	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Barremian	Early_Aptian	200	65	NA	NA	130	NA	NA	NA	0	0
603	not	Tochisaurus_nemegtensis	Theropoda	Troodontidae	Troodontidae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
604	not	Torotix_clemensi	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
605	Torvosaurus	Torvosaurus_tanneri	Theropoda	Megalosauroidea	Megalosauroidea	Kimmeridgian	Tithonian	830	375	123.6	110.9	NA	NA	NA	NA	0	0
606	not	Torvosaurus_tanneri	Theropoda	Megalosauroidea	Megalosauroidea	Kimmeridgian	Tithonian	NA	NA	NA	NA	424	NA	NA	NA	0	0
607	Troodon	Troodon_inequalis	Theropoda	Troodontidae	Troodontidae	Late_Campanian	Late_Campanian	NA	96	NA	NA	NA	NA	NA	NA	0	0
608	not	Troodon_formosus	Theropoda	Troodontidae	Troodontidae	Campanian	Maastrichtian	317	89.5	27.5	28.6	NA	NA	NA	NA	0	0
609	not	Timimus_hermani	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Late_Aptian	Early_Albian	435	92	NA	NA	NA	NA	NA	NA	0	0
610	Tsaagan	Tsaagan_mangas	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
611	not	Tugulusaurus_faciles	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Aptian	Albian	205	NA	17.9	19	NA	NA	NA	NA	0	0
612	Tyrannosaurus	Tyrannosaurus_rex	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Maastrichtian	Maastrichtian	1333	570	NA	NA	NA	NA	NA	NA	0	0
613	not	Tyrannosaurus_rex	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Maastrichtian	Maastrichtian	1321	NA	185	142	385	NA	NA	NA	0	0
614	Tyrannotitan	Tyrannotitan_chubutensis	Theropoda	Allosauroidea	Allosauroidea	Aptian	Aptian	NA	NA	165	NA	NA	NA	NA	NA	0	0
615	Unenlagia	Unenlagia_comahuensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Turonian	Early_Coniacian	395	99	30.8	26.9	265	65	NA	NA	0	0
616	not	Unenlagia_paynemili	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Turonian	Early_Coniacian	NA	NA	NA	NA	217	NA	NA	NA	0	0
617	not	Unquillosaurus_ceibalii	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
618	not	Urbacodon_itermirensis	Theropoda	Troodontidae	Troodontidae	Cenomanian	Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
619	Utahraptor	Utahraptor_ostrommaysi	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Barremian	Early_Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	1
620	not	Valdoraptor_oweni	Theropoda	Allosauroidea	Allosauroidea	Late_Valanginian	Late_Valanginian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
621	not	Variraptor_mechinorum	Theropoda	Dromaeosauridae	Dromaeosauridae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	195	NA	NA	NA	0	0
622	Vegavis	Vegavis_iaai	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	50	NA	5.7	NA	124	NA	NA	NA	0	0
623	not	Velociraptor_mongoliensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	NA	59	NA	NA	NA	NA	NA	NA	0	0
624	not	Velociraptor_mongoliensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	187	NA	NA	NA	130	NA	NA	NA	0	0
625	not	Velociraptor_mongoliensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	157	55	NA	NA	116	NA	NA	NA	0	0
626	Velociraptor	Velociraptor_mongoliensis	Theropoda	Dromaeosauridae	Dromaeosauridae	Campanian	Campanian	190	64	NA	NA	180	40	NA	NA	0	0
627	Velocisaurus	Velocisaurus_unicus	Theropoda	Ceratosauria	Ceratosauria	Santonian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
628	Vescornis	Vescornis_hebeiensis	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	23	NA	1.85	2.13	22	NA	NA	NA	0	0
629	not	Vitakridrinda_sulaimani	Theropoda	Ceratosauria	Ceratosauria	Maastrichtian	Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
630	not	Volgavis_marina	Theropoda	Avialae	Avialae	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
631	Vorona	Vorona_berivotrensis	Theropoda	Avialae	Avialae	Maastrichtian	Maastrichtian	94.1	NA	7.4	8.6	NA	NA	NA	NA	0	0
632	not	Xenotarsosaurus_bonapartei	Theropoda	Ceratosauria	Ceratosauria	Cenomanian	Cenomanian	611	NA	69	77	NA	NA	NA	NA	0	0
633	not	Xinjiangovenator_parvus	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
634	Xiongguanlong	Xiongguanlong_baimoensis	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Aptian	Albian	510	143	NA	NA	NA	NA	NA	NA	0	0
635	Xixiasaurus	Xixiasaurus_henanensis	Theropoda	Troodontidae	Troodontidae	Coniacian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
636	not	Xuanhanosaurus_qilixiaensis	Theropoda	Allosauroidea	Allosauroidea	Bajocian	Callovian	NA	NA	NA	NA	277	134	NA	NA	0	0
637	Yangchuanosaurus_magnus	Yangchuanosaurus_magnus	Theropoda	Allosauroidea	Allosauroidea	Oxfordian	Early_Kimmeridgian	950	NA	NA	NA	NA	NA	NA	NA	0	0
638	Yanornis	Yanornis_martini	Theropoda	Avialae	Avialae	Aptian	Aptian	52	NA	NA	7.7	79	NA	NA	NA	0	0
639	Yixianornis	Yixianornis_grabaui	Theropoda	Avialae	Avialae	Aptian	Aptian	41	NA	NA	4.4	48	NA	NA	NA	0	0
640	not	Yixianosaurus_longimanus	Theropoda	basal_coelurosaur	basal_coelurosaur	Late_Barremian	Early_Aptian	NA	NA	NA	NA	89	NA	NA	NA	0	0
641	not	Yungavolucris_brevipedalis	Theropoda	Avialae	Avialae	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
642	Zanzabazaar	Zanabazar	Theropoda	Troodontidae	Troodontidae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
643	Zhongjianornis	Zhongjianornis_yangi	Theropoda	Avialae	Avialae	Aptian	Aptian	48	NA	NA	NA	71	NA	NA	NA	0	0
644	not	Zhyraornis_kashkarovi	Theropoda	Avialae	Avialae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
645	not	Zhyraornis_logunovi	Theropoda	Avialae	Avialae	Turonian	Late_Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
646	Zupaysaurus	Zupaysaurus_rougieri	Theropoda	basal_theropod	basal_theropod	Norian	Norian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
647	Zuolong	Zuolong_salleei	Theropoda	basal_coelurosaur	basal_coelurosaur	Oxfordian	Oxfordian	336	112.3	39.5	45	155	62	13.8	22.3	0	0
